nouns,count,nouns,model1,model2,k1,k2
spending,1,spending,"['gadget', 'spending']","['gadget', 'september', 'spending', 'phonemakers', 'painting']","['extra', 'dead', 'impressionist']","['past', 'careful', 'before', 'comfortable', 'actually', 'extra', 'archaic', 'desirable', 'automatic', 'anyway', 'silly', 'portable', 'proprietary', 'interested', 'looped', 'simply', 'quiet', 'impressionist', 'finicky', 'monthly']"
angles,1,angles,"['accidents', 'angles']","['fps', 'login', 'tinge', 'killer', 'qi', 'distortion', 'rate', 'toddler', 'tone', 'accidents', 'angles', 'drawbacks', 'households', 'competition', 'decision', 'card', 'chargers', 'luxury']","['european', 'highest']","['compact', 'anxiously', 'true', 'affordable', 'pleasingly', 'resistant', 'headphone', 'level', 'super', 'odd', 'immediately', 'oddly', 'prescient', 'appropriate', 'facial', 'thick', 'certainly', 'jealously', 'unfair', 'thankfully', 'adequate', 'spectacular', 'daintier', 'ugly', 'tall', 'lightest', 'anyway', 'already', 'european', 'exact', 'fancy', 'reddish', 'acceptable', 'outstanding', 'highest', 'distracting', 'noteworthy', 'straight', 'handsomely', 'realistic', 'efficient', 'understandable', 'impressionist', 'complex', 'terrible', 'mild', 'worst', 'simultaneously', 'closely', 'slick', 'nicer', 'excessive', 'eventually', 'plenty', 'significantly', 'popular', 'novel', 'downright', 'weighty', 'functional', 'curly', 'common', 'cloudy', 'fro', 'aggressive', 'wayward', 'lush', 'local', 'forth', 'preferable', 'secure', 'pure', 'seriously', 'wild']"
speedier,1,speedier,"['needs', 'qi', 'speedier', 'anker', 'chargers']","['adapter', 'charging', 'quarantine', 'needs', 'qi', '5x', 'ground', '720p', '18w', '1/2/3/4/5/8/12/13/17/18/19/20/25/26/29', 'route', 'toddler', 'tags', 'transmission', 'tracks', 'verification', 'standards', 'speedier', 'anker', 'hype', 'confines', 'couch', 'concerts', 'competition', 'faces', 'delivery', 'earbuds', 'ecosystem', 'dollar', 'decision', 'ghosts', 'fingers', 'food', 'forest', 'letters', 'pd', 'bus', 'pricing', 'processors', 'breathing', 'break', 'masks', 'chargers']","['anxiously', 'accurately', 'fuzzy']","['flashy', 'anxiously', 'nuts', 'open', 'everywhere', 'super', 'lazy', 'obsolete', 'intentionally', 'gray', 'practically', 'wisely', 'live', 'easier', 'differently', 'regardless', 'safely', 'difficult', 'accurately', 'embarrassing', 'daintier', 'unlocked', 'contemporary', 'slow', 'automatic', 'unused', 'anyway', 'european', 'nearby', 'silly', 'speedy', 'fuzzy', 'appetite', 'external', 'computational', 'flawless', 'distracting', 'windy', 'raw', 'generally', 'animated', 'somewhat', 'undeniably', 'handsomely', 'fast', 'necessary', 'slower', 'visually', 'appealing', 'particular', 'massively', 'complex', 'mild', 'impressed', 'relatively', 'dazzling', 'unnatural', 'secret', 'pleasing', 'outdoor', 'regularly', 'finicky', 'empty', 'punchy', 'special', 'overly', 'steady', 'constantly', 'unfortunately', '3d', 'preferable', 'fluid', 'monthly']"
upgrades,1,upgrades,"['security', 'upgrades']","['features', 'updates', 'security', 'tap', 'upgrades', 'purchases', 'emails', 'progress']","['social', 'portable', 'frequent']","['simpler', 'latest', 'hardly', 'dark', 'gray', 'likely', 'easier', 'fetching', 'social', 'various', 'embarrassing', 'rounded', 'contemporary', 'unused', 'outdoors', 'latter', 'portable', 'widely', 'graphically', 'intensive', 'generally', 'frequent', 'flexible', 'nimble', 'particular', 'superb', 'terrible', 'mild', 'deep', 'regularly', 'blue', 'rapidly', 'mightily', 'supersonic']"
aapl,1,aapl,['aapl'],"['tests', 'red', 'date', 'handsets', 'vzwdeal', 'uk', 'aapl', 'hype', 'hwd', 'landscape', 'compromises', 'g5', 'lg', 'port', 'marketing']",['anxiously'],"['anxiously', 'red', 'back', 'essentially', 'beveled', 'shiny', 'gray', 'clever', 'immediately', 'practically', 'oddly', 'prescient', 'appropriate', 'wisely', 'brushed', 'physically', 'barely', 'extra', 'clickable', 'unlocked', 'automatic', 'unused', 'anyway', 'nearby', 'negative', 'fuzzy', 'consistently', 'lightly', 'computational', 'intensive', 'early', 'general', 'visually', 'appealing', 'particular', 'massively', 'ultra', 'natural', 'pleasing', 'outdoor', 'excessive', 'eventually', 'weighty', 'fro', 'unfortunately', 'monthly']"
anker,1,anker,"['speedier', 'anker']","['charger', 'charging', 'package', 'needs', 'qi', '5x', 'sequel', '18w', 'route', 'tags', 'transmission', 'speedier', 'anker', 'hype', 'confines', 'couch', 'delivery', 'ecosystem', 'dollar', 'pd', 'chargers']",['anxiously'],"['flashy', 'anxiously', 'super', 'intentionally', 'wisely', 'regardless', 'difficult', 'accurately', 'embarrassing', 'daintier', 'automatic', 'anyway', 'nearby', 'fuzzy', 'external', 'computational', 'distracting', 'perhaps', 'absolute', 'animated', 'undeniably', 'fast', 'necessary', 'slower', 'particular', 'massively', 'unnatural', 'secret', 'pleasing', 'outdoor', 'mixed', 'regularly', 'empty', 'popular', 'special', 'deeper', 'unfortunately', '3d', 'monthly']"
usability,1,usability,"['usability', 'handicap']","['venues', 'usability', 'handicap', 'keyboards', 'lcds', 'competition', 'manufacturers']","['real', 'ironically', 'fortunately']","['open', 'mediocre', 'visible', 'beveled', 'shiny', 'immediately', 'real', 'previously', 'amazing', 'iconic', 'safely', 'nostalgic', 'always', 'difficult', 'accurately', 'ironically', 'worse', 'unlocked', 'already', 'critical', 'louder', 'touch', 'looped', 'handsomely', 'basically', 'peppy', 'together', 'particular', 'massively', 'complex', 'willing', 'smarter', 'punchy', 'fortunately', 'aggressive', 'personal', 'forth', 'preferable', 'pointless']"
antidote,1,antidote,"['throwback', 'antidote']","['throwback', 'date', 'release', 'reception', 'reasons', '10mbps', 'stereo', 'testament', 'antidote', 'fall', 'glamor', 'prize', 'playback']","['neat', 'large', 'simpler']","['flashy', 'exciting', 'anxiously', 'neat', 'large', 'truly', 'typical', 'nuts', 'simpler', 'usual', 'ready', 'beveled', 'classic', 'splendid', 'slim', 'wonderful', 'ago', 'brushed', 'difficult', 'accurately', 'intact', 'immersive', 'sleek', 'daintier', 'beefy', 'automatic', 'speedy', 'short', 'widely', 'appetite', 'early', 'peppy', 'massively', 'considerably', 'frequently', 'relative', 'worst', 'willing', 'pleasing', 'prone', 'dramatic', 'comfortably', 'popular', 'novel', 'surprised', 'punchy', 'common', 'semi', 'equivalent', 'deeper', 'earlier', 'forth', 'pointless', 'cohesive']"
speakerphone,1,speakerphone,['speakerphone'],"['level', 'base', 'qi', 'shimmy', '4a', 'algorithm', 'uk', 'unit', 'skies', 'speakerphone', 'a1723', 'humans', 'judge', 'exception', 'framing', 'obsolescence', 'overkill', 'blowout', 'brain', 'objects', 'maneuver', 'card', 'luxury']","['ok', 'wonderful', 'adequate', 'spectacular', 'basic', 'quiet', 'terrible', 'blue', 'comparable']","['exciting', 'yet', 'decent', 'cheapest', 'ok', 'hardly', 'average', 'open', 'pleasingly', 'resistant', 'poor', 'level', 'mediocre', 'shiny', 'clever', 'practically', 'richer', 'full', 'wisely', 'amazing', 'attractive', 'wonderful', 'physically', 'nostalgic', 'thankfully', 'bad', 'adequate', 'spectacular', 'thrilled', 'ugly', 'tall', 'lightest', 'notable', 'unlocked', 'anyway', 'basic', 'obvious', 'possible', 'latter', 'outstanding', 'widely', 'quicker', 'clearly', 'intuitive', 'striking', 'interested', 'grand', 'rigid', 'basically', 'f/1.8', 'quiet', 'visually', 'appealing', 'understandable', 'together', 'terrible', 'tighter', 'robust', 'behemothic', 'willing', 'simultaneously', 'secret', 'natural', 'nicer', 'pleasing', 'prone', 'dramatic', 'excessive', 'overnight', 'blue', 'surprised', 'downright', 'strongest', 'stereotypical', 'suddenly', 'evident', 'comparable', 'fro', 'aggressive', 'lush', 'sharper', 'casual', 'snappy', 'equivalent', 'earlier', 'preferable', 'secure', 'pure', 'fluid', 'monthly', 'wild', 'sizable']"
usb,1,usb,[],[],[],[]
a1723,1,a1723,"['sprint', 'unit', 'a1723']","['band', 'mobile', 'sprint', 'scenes', 'opinion', 'qi', 'consumption', 'reply', 'reasons', '4a', 'strength', 'unit', 'training', 'view', 'speakerphone', 'a1723', 'hd', 'duty', 'deep', 'ghosts', 'calling', 'professionals', 'ports', 'machine', 'masks', 'card', 'chargers']","['mediocre', 'different', 'snappy', 'fluid']","['professional', 'perfectly', 'virtual', 'loud', 'enjoyable', 'so', 'poor', 'notably', 'usual', 'mediocre', 'precise', 'gray', 'alone', 'clever', 'immediately', 'practically', 'simple', 'majorly', 'richer', 'wisely', 'tiny', 'firmly', 'actually', 'safely', 'intact', 'immersive', 'spectacular', 'sleek', 'ugly', 'tall', 'notable', 'unlocked', 'different', 'creatively', 'nearby', 'critical', 'latter', 'audio', 'balanced', 'flawless', 'louder', 'noteworthy', 'generally', 'looped', 'mobile', 'key', 'sapphire', 'f/1.8', 'quiet', 'continuously', 'complex', 'deep', 'simultaneously', 'unnatural', 'secret', 'slick', 'nicer', 'finicky', 'noisy', 'eventually', 'responsive', 'surprised', 'downright', 'stunning', 'common', 'fortunately', 'comparable', 'fro', 'commonly', 'casual', 'snappy', 'fluid', 'monthly', 'wild']"
soundtracks,1,soundtracks,"['speakers', 'bass', 'explosions', 'tear', 'soundtracks', 'deep']","['speakers', 'jet', 'bass', 'movie', 'opinion', 'graphics', 'explosions', 'vsync', 'recharging', 'wipes', 'return', 'aluminium', 'thunderbolt', 'tap', 'tracks', 'tear', 'soundtracks', 'soundstage', 'gpu', 'control', 'clorox', 'ideas', 'gloves', 'door', 'deep', 'fusion', 'pricing', 'professionals', 'camps', 'masks', 'limit']","['generally', 'deep', 'punchy']","['virtual', 'anxiously', 'neat', 'big', 'nuts', 'simpler', 'smaller', 'poor', 'super', 'ready', 'precise', 'gray', 'majorly', 'previously', 'easier', 'differently', 'social', 'various', 'brushed', 'cool', 'regardless', 'safely', 'difficult', 'accurately', 'ironically', 'embarrassing', 'intact', 'immersive', 'daintier', 'clickable', 'tall', 'wide', 'slow', 'unused', 'speedy', 'fuzzy', 'portable', 'flawless', 'louder', 'windy', 'graphically', 'intensive', 'generally', 'mobile', 'frequent', 'realistic', 'flexible', 'myriad', 'sapphire', 'nimble', 'peppy', 'particular', 'viable', 'complex', 'deep', 'worst', 'relatively', 'dazzling', 'muffled', 'simultaneously', 'clean', 'smooth', 'comfortably', 'subpar', 'surprised', 'punchy', 'stunning', 'curly', 'aggressive', 'overly', 'steady', 'supersonic', 'deeper', 'personal', '3d', 'forth', 'pointless']"
a1662,1,a1662,[],[],[],[]
soundstage,1,soundstage,"['bass', 'distortion', 'tracks', 'soundstage']","['bass', 'voice', 'distortion', 'wonderscope', 'vividness', 'accidents', 'tracks', 'ar', 'area', 'siri', 'silver', 'vault', 'soundtracks', 'soundstage', 'hey', 'hint', 'confines', 'couch', 'commands', 'ear', 'performer', 'processors', 'pics', 'limit', 'card', 'canadian']","['everywhere', 'flawless', 'generally', 'usually', 'complex']","['even', 'lower', 'notably', 'everywhere', 'super', 'discernible', 'lazy', 'odd', 'gray', 'clever', 'majorly', 'richer', 'everyday', 'wisely', 'thick', 'intact', 'tall', 'slow', 'european', 'fancy', 'speedy', 'hugely', 'widely', 'balanced', 'highest', 'flawless', 'louder', 'windy', 'graphically', 'intensive', 'generally', 'handsomely', 'flexible', 'myriad', 'f/1.8', 'quiet', 'continuously', 'visually', 'peppy', 'particular', 'massively', 'complex', 'deep', 'relatively', 'clean', 'overnight', 'punchy', 'cloudy', 'fro', 'wayward', 'lush', 'snappy', 'supersonic', 'constantly', 'pointless', 'wild', 'lovely']"
utility,1,utility,"['subjects', 'estate', 'supreme', 'traffic', 'utility', 'internals', 'path']","['sense', 'stores', 'matte', 'china', 'subjects', 'regions', 'predecessor', 'score', 'estate', 'ships', 'ranges', 'return', 'algorithms', 'swipes', 'supreme', 'alcatel', 'slice', 'versions', 'utility', 'hood', 'confines', 'goal', 'couch', 'coffee', 'combination', 'competition', 'event', 'crop', 'geekbench', 'glamor', 'footprint', 'path', 'cake', 'prayers', 'press', 'prize', 'marketing', 'lifting', 'carrier']","['regardless', 'free', 'short', 'plenty', 'lush', 'hearty']","['flashy', 'neat', 'large', 'nuts', 'currently', 'average', 'open', 'arguably', 'matter', 'shiny', 'classic', 'oddly', 'prescient', 'appropriate', 'slim', 'regardless', 'difficult', 'accurately', 'above', 'intact', 'immersive', 'archaic', 'desirable', 'sleek', 'daintier', 'clickable', 'lightest', 'free', 'speedy', 'short', 'outstanding', 'widely', 'appetite', 'subtle', 'windy', 'interested', 'frequent', 'third', 'handsomely', 'myriad', 'basically', 'slower', 'quiet', 'warm', 'together', 'massively', 'viable', 'complex', 'mid', 'worst', 'relatively', 'muffled', 'secret', 'pleasing', 'outdoor', 'prone', 'plenty', 'evident', 'cloudy', 'hearty', 'semi', 'equivalent', 'podcast', 'earlier', 'pointless', 'lovely']"
sorts,1,sorts,"['sorts', 'points']","['side', 'ways', 'weeks', '720p', 'wear', 'backyard', 'reasons', 'bike', 'respects', 'shows', 'tablets', 'tree', 'tuning', 'admission', 'tracks', 'tear', 'slowdown', 'slice', 'area', 'versions', 'silver', 'sidewalk', 'vault', 'sorts', 'confines', 'couch', 'grace', 'judge', 'coffee', 'league', 'episodes', 'earbuds', 'doomsday', 'fun', 'garden', 'glamor', 'forest', 'data', 'cake', 'progress', 'breakfast', 'pizza', 'points', 'plethora', 'manufacturing', 'children', 'limit', 'carrier']",['usual'],"['anxiously', 'typical', 'open', 'poor', 'usual', 'lazy', 'obsolete', 'dark', 'gray', 'awkward', 'practically', 'appropriate', 'after', 'differently', 'certainly', 'whole', 'regardless', 'safely', 'jealously', 'difficult', 'immersive', 'thrilled', 'daintier', 'thicker', 'anyway', 'fancy', 'silly', 'speedy', 'outstanding', 'appetite', 'sunny', 'distracting', 'windy', 'generally', 'grand', 'frequent', 'straight', 'handsomely', 'together', 'particular', 'massively', 'complex', 'worst', 'relatively', 'dazzling', 'muffled', 'medium', 'pleasing', 'outdoor', 'practical', 'mixed', 'empty', 'noisy', 'subpar', 'curly', 'evident', 'cloudy', 'fro', 'lush', 'overly', 'hearty', 'semi', 'podcast', 'unnecessary', 'constantly', 'preferable', 'pointless', 'previous']"
sony,1,sony,"['sony', 'manufacturer']","['anything', 'slofies', 'regions', '5x', 'digital', 'vsync', '30fps', 'benchmarks', 'aluminium', 'sony', 'drawbacks', 'grunt', 'exception', 'camps', 'manufacturer']","['previously', 'mobile', 'dazzling']","['only', 'open', 'pleasingly', 'resistant', 'mediocre', 'indisputable', 'least', 'visible', 'gray', 'simple', 'majorly', 'everyday', 'previously', 'iconic', 'various', 'wonderful', 'brushed', 'physically', 'actually', 'safely', 'ironically', 'spectacular', 'tall', 'wide', 'lightest', 'notable', 'fuzzy', 'significant', 'lightly', 'widely', 'computational', 'normally', 'raw', 'mobile', 'undeniably', 'visually', 'appealing', 'particular', 'massively', 'middling', 'mid', 'deep', 'willing', 'dazzling', 'secret', 'overnight', 'punchy', 'entirely', 'steady', 'snappy', 'supersonic', '3d', 'fluid', 'sizable']"
8,1,8,['8'],['8'],['6s'],[]
drawbacks,1,drawbacks,"['thanks', 'drawbacks']","['jack', 'thanks', 'headphone', 'roost', 'analysts', 'upgraders', 'angles', 'sony', 'drawbacks', 'grunt', 'manufacturer']",['resistant'],"['compact', 'loud', 'pleasingly', 'resistant', 'older', 'headphone', 'everywhere', 'usual', 'visible', 'future', 'previously', 'iconic', 'ironically', 'worse', 'already', 'acceptable', 'computational', 'serious', 'subtle', 'newest', 'raw', 'handsomely', 'basically', 'necessary', 'quiet', 'visually', 'appealing', 'terrible', 'simultaneously', 'excessive', 'definitely', 'blue', 'novel', 'punchy', 'wayward', 'equivalent']"
purchases,1,purchases,"['tap', 'purchases', 'hold', 'memory']","['face', 'applecare', 'autocorrect', 'weekend', 'security', 'backyard', 'rebranding', 'wipes', 'bedroom', 'tween', 'strength', 'thumbs', 'tap', 'training', 'verification', 'upgrades', 'purchases', 'hold', 'granddad', 'clorox', 'leg', 'gloves', 'deficiencies', 'door', 'feeling', 'gear', 'ghosts', 'daughter', 'pay', 'breakfast', 'liter', 'memory', 'nfc', 'carrier']","['primary', 'instead']","['front', 'anxiously', 'careful', 'nuts', 'familiar', 'lazy', 'obsolete', 'precise', 'gray', 'awkward', 'everyday', 'full', 'primary', 'differently', 'regardless', 'actually', 'safely', 'difficult', 'accurately', 'ironically', 'embarrassing', 'contemporary', 'strange', 'slow', 'instead', 'fuzzy', 'latter', 'portable', 'appetite', 'flawless', 'proprietary', 'generally', 'somewhat', 'frequent', 'sapphire', 'slower', 'nimble', 'particular', 'massively', 'smarthdr', 'mild', 'impressed', 'smarter', 'medium', 'smooth', 'regularly', 'finicky', 'plenty', 'curly', 'steady', 'podcast', 'personal', '3d', 'preferable', 'pointless', 'previous', 'fluid', 'seriously']"
hype,1,hype,"['fps', '30fps', 'hype', 'habit', 'lives']","['frames', 'voices', '720p', 'settings', '30fps', 'yelp', 'rundown', 'returns', 'tags', 'testament', 'task', 'steal', 'speedier', 'aapl', 'anker', 'hype', 'households', 'goal', 'habit', 'compromises', 'competition', 'exception', 'flash', 'food', 'bus', 'prize', 'line', 'lives']",['cool'],"['anxiously', 'affordable', 'fresh', 'average', 'open', 'poor', 'usual', 'else', 'mediocre', 'indisputable', 'shiny', 'gray', 'immediately', 'practically', 'wisely', 'easier', 'physically', 'difficult', 'accurately', 'above', 'unfair', 'immersive', 'heavier', 'daintier', 'unlocked', 'automatic', 'nearby', 'up', 'negative', 'fuzzy', 'appetite', 'highest', 'computational', 'sunny', 'noteworthy', 'absolute', 'animated', 'undeniably', 'early', 'handsomely', 'basically', 'necessary', 'particular', 'massively', 'considerably', 'complex', 'middling', 'tighter', 'willing', 'secret', 'pleasing', 'outdoor', 'prone', 'dramatic', 'regularly', 'finicky', 'popular', 'novel', 'stereotypical', 'punchy', 'aggressive', 'steady', 'constantly', 'monthly']"
heavy,1,heavy,"['users', 'heavy']","['users', 'trouble', 'heavy', 'consideration', 'pricing', 'lifting']",['heavy'],"['thick', 'heavy', 'casual']"
